filename,date,items
anguish_2_0,January 1,"Sandstone, Greater Soul, Adamantine, Perfect Baldur, Steel, Pure Darkstone, Darkstone, Soul"
anguish_2_0,January 2,"Solarite, Cursed Ortanite, Elstone, Vampiric Ore, Iron, Earthstone, Scalestone, Lyonite"
anguish_2_0,January 3,"Lesser Balorite, Hardened Steel, Nightshade, Wood, Titanium, Steel, Platinum, Draconite"
anguish_2_0,January 4,"Scalestone, Undead Bone, Waterstone, Mandrake, Mythril, Lesser Balorite, Lyonite, Silver"
anguish_2_0,January 5,"Wolf's Blood, Skystone, Ortanite, Mandrake, Mythril, Stone, Ancient Stone, Twilightstone"
anguish_2_0,January 6,"Runestone, Cavestone, Soul, Demonic Ore, Mandrake, Dragonite, Scalestone, Lightningstone"
anguish_2_0,January 7,"Pure Draconite, Demonic Ore, Firestone, Mandrake, Silphium, Elstone, Balorite, Lyonite"
anguish_2_0,January 8,"Witchstone, Silver, Steel, Perfect Baldur, Leather, Soul, Lightningstone, Broken Statue"
anguish_2_0,January 9,"Silver, Wolf's Blood, Solarite, Scalestone, Mythril, Greater Soul, Elstone, Hardened Steel"
anguish_2_0,January 10,"Orichalcum, Dayleaf, Dragonite, Cursed Ortanite, Mythril, Iron, Greater Soul, Sandstone"
anguish_2_0,January 11,"Bone, Vampiric Ore, Silphium, Silk, Cavestone, Lesser Balorite, Witchstone, Broken Statue"
anguish_2_0,January 12,"Scalestone, Stone, Lesser Balorite, Twilightstone, Perfect Baldur, Nightshade, Iron, Hide"
anguish_2_0,January 13,"Runestone, Red Draconite, Firestone, Waterstone, Avalon Ore, Soul, Twilightstone, Broken Statue"
anguish_2_0,January 14,"Mandrake, Wood, Dragonite, Fogstone, Skystone, Earthstone, Silk, Hardened Steel"
anguish_2_0,January 15,"Iron, Broken Statue, Lyonite, Cursed Ortanite, Darkstone, Titanium, Hardened Steel, Sandstone"
anguish_2_0,January 16,"Skystone, Firestone, Wolf's Blood, Pure Waterstone, Elstone, Mythril, Pure Darkstone, Adamantine"
anguish_2_0,January 17,"Darkstone, Stone, Realm Ore, Hide, Pure Draconite, Red Draconite, Eyestone, Iron"
anguish_2_0,January 18,"Perfect Runestone, Pure Draconite, Soul, Wolf's Blood, Titanium, Wood, Mythril, Ancient Stone"
anguish_2_0,January 19,"Fogstone, Baldur, Pure Draconite, Adamantine, Ancient Stone, Lyonite, Hide, Dragonite"
anguish_2_0,January 20,"Sandstone, Lesser Balorite, Solarite, Red Draconite, Mythril, Greater Soul, Cursed Ortanite, Pure Draconite"
anguish_2_0,January 21,"Sandstone, Lightstone, Bone, Skystone, Perfect Runestone, Demonic Ore, Twilightstone, Soul"
anguish_2_0,January 22,"Broken Statue, Lightningstone, Firestone, Greater Soul, Ortanite, Eyestone, Balorite, Leather"
anguish_2_0,January 23,"Orichalcum, Darkstone, Cavestone, Hardened Steel, Waterstone, Vampiric Ore, Baldur, Red Draconite"
